1968,1,https://i.imgur.com/tng6WBR.jpg,main,1
1969,2,https://i.imgur.com/HCYD22B.jpg,main,1
1970,3,https://i.imgur.com/n7uqNFx.jpg,main,1
1971,4,https://i.imgur.com/pE3JXH9.jpg,main,1
1972,5,https://i.imgur.com/ddphhiz.jpg,main,1
1973,6,https://i.imgur.com/Td2PmX9.jpg,main,1
1974,7,https://i.imgur.com/t5zUdcC.jpg,main,1
1975,8,https://i.imgur.com/n6k7FiL.jpg,main,1
1976,9,https://i.imgur.com/4UFsLFg.jpg,main,1
1977,10,https://i.imgur.com/dN2EUto.jpg,main,1
1978,11,https://i.imgur.com/xF3GYGN.jpg,main,1
1979,12,https://i.imgur.com/icoBwaJ.jpg,main,1
1980,13,https://i.imgur.com/b2Ghs4O.jpg,main,1
1981,14,https://i.imgur.com/K8ojg2Q.jpg,main,1
1982,15,https://i.imgur.com/9eln9h0.jpg,main,1
1983,16,https://i.imgur.com/VwR3neg.jpg,main,1
1984,17,https://i.imgur.com/a7Mf6cw.jpg,main,1
1985,18,https://i.imgur.com/zw04Uqd.jpg,main,1
1986,19,https://i.imgur.com/7gOwbH7.jpg,main,1
1987,20,https://i.imgur.com/F1go8CD.jpg,main,1
1988,21,https://i.imgur.com/D0UkjQy.jpg,main,1
1989,22,https://i.imgur.com/4dBIp5T.jpg,main,1
1990,23,https://i.imgur.com/PTo5jsY.jpg,main,1
1991,24,https://i.imgur.com/ur7y6yU.jpg,main,1
1992,25,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1510299885.jpg,main,1
1993,26,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1511262897.jpg,main,1
1994,27,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1512372019.jpg,main,1
1995,28,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1513082865.jpg,main,1
1996,29,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1513839803.jpg,main,1
1997,30,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1515050121.jpg,main,1
1998,31,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1515332408.jpg,main,1
1999,32,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1515654097.jpg,main,1
2000,33,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1516344338.jpg,main,1
2001,34,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1517380797.jpg,main,1
2002,35,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1518075908.jpg,main,1
2003,36,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1518761875.jpg,main,1
2004,37,https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1519629546.jpg,main,1
